iter	Logloss
479	0.2737490245
480	0.273654379
481	0.2735340066
482	0.2734075935
483	0.2733646293
484	0.2732631257
485	0.2731622522
486	0.2730504945
487	0.2729717355
488	0.2729090737
489	0.2728307688
490	0.2727170104
491	0.2726502567
492	0.2724927718
493	0.2723513951
494	0.2722507491
495	0.2721405228
496	0.2719351336
497	0.2718583542
498	0.2717663687
499	0.2716693148
500	0.2715152706
501	0.2713520321
502	0.2712882388
503	0.2712484418
504	0.2711660091
505	0.2710384576
506	0.2709752205
507	0.2708897071
508	0.2707939403
509	0.270620319
510	0.2705713016
511	0.2705048594
512	0.2704034172
513	0.2702826712
514	0.2702311872
515	0.2700050275
516	0.2698248143
517	0.269764743
518	0.2696749776
519	0.2695107008
520	0.2694388865
521	0.2693825575
522	0.2692520207
523	0.2691327829
524	0.2690619817
525	0.2690189303
526	0.2688527068
527	0.268745502
528	0.2686278262
529	0.268510107
530	0.2684223656
531	0.2683491503
532	0.2683165262
533	0.2682445531
534	0.2680992104
535	0.2680458
536	0.2680040063
537	0.2679417782
538	0.2678779132
539	0.2678529992
540	0.2678069208
541	0.2677508294
542	0.2676053689
543	0.2673989501
544	0.2673298408
545	0.2672357617
546	0.2671350809
547	0.2670342758
548	0.2669997064
549	0.2669644202
550	0.266872975
551	0.2667554469
552	0.2667230145
553	0.2666268116
554	0.2665822882
555	0.2664419504
556	0.2663636978
557	0.2662934199
558	0.2662138748
559	0.266170467
560	0.2660865412
561	0.2660528272
562	0.265893029
563	0.2657748182
564	0.2657104187
565	0.265673931
566	0.2656281486
567	0.2655975292
568	0.2655410027
569	0.2653716212
570	0.2653068756
571	0.2652187905
572	0.2651547387
573	0.2650617066
574	0.2650130192
575	0.2649617195
576	0.264858046
577	0.2647174996
578	0.2645812736
579	0.2645020573
580	0.2644653381
581	0.2643899748
582	0.2643006561
583	0.2642352866
584	0.2642025975
585	0.2641737779
586	0.2641122236
587	0.2640377749
588	0.2639419258
589	0.2638454719
590	0.2637881781
591	0.2637637592
592	0.2636726368
593	0.2636379708
594	0.2635729176
595	0.2635039177
596	0.2634016212
597	0.2633609408
598	0.2632074531
599	0.2631196059
600	0.2630789592
601	0.2629853352
602	0.2628664979
603	0.262834627
604	0.2627535115
605	0.2626842131
606	0.2626280237
607	0.2625911833
608	0.2625136517
609	0.2624547665
610	0.2623718388
611	0.2623093599
612	0.2622735249
613	0.2621572513
614	0.2620944086
615	0.2620462696
616	0.2619177188
617	0.2618656412
618	0.2617191786
619	0.2616612279
620	0.2615988103
621	0.2615233165
622	0.2614639998
623	0.2614314687
624	0.2613043327
625	0.261204285
626	0.2611542321
627	0.2610769392
628	0.260985056
629	0.2608650762
630	0.260815754
631	0.2607243473
632	0.2606462296
633	0.2605911024
634	0.2605317128
635	0.2604910213
636	0.2604672569
637	0.2604134429
638	0.2603536207
639	0.2602969387
640	0.2602749827
641	0.2602493733
642	0.2601733416
643	0.2600675261
644	0.2599469353
645	0.259788749
646	0.2597361003
647	0.2596799799
648	0.2595704023
649	0.2594911386
650	0.2594646576
651	0.2593958333
652	0.2593379432
653	0.2592728772
654	0.2591896528
655	0.2591638116
656	0.2591018537
657	0.2589516246
658	0.258897753
659	0.2588332215
660	0.258760835
661	0.2587043902
662	0.2586286739
663	0.2585857566
664	0.2585224724
665	0.2584206733
666	0.258248279
667	0.2581574907
668	0.2581313911
669	0.2580768319
670	0.257983066
671	0.2578987142
672	0.2577984065
673	0.2577236272
674	0.2576825139
675	0.257647198
676	0.257600771
677	0.2575178773
678	0.2574783145
679	0.2574294586
680	0.2572598455
681	0.2571819535
682	0.2571257921
683	0.2570487623
684	0.2570016286
685	0.2569460153
686	0.256887514
687	0.256820334
688	0.2567950586
689	0.2567409386
690	0.2566736184
691	0.2565918829
692	0.2565565286
693	0.2565101634
694	0.2564829681
695	0.2563873222
696	0.2563270352
697	0.2562842453
698	0.2561806612
699	0.2561315379
700	0.2560805079
701	0.2560564444
702	0.2559732352
703	0.2559277582
704	0.2558928165
705	0.2558079716
706	0.2557590354
707	0.2556867908
708	0.2556290723
709	0.2555134909
710	0.2554531712
711	0.2554264259
712	0.2553983562
713	0.2553769553
714	0.2553497137
715	0.2552821525
716	0.2551711904
717	0.2550380835
718	0.2549801178
719	0.2548979264
720	0.2548208212
721	0.2547712166
722	0.254711716
723	0.2546856683
724	0.2546374512
725	0.2545598184
726	0.2545239715
727	0.2544880793
728	0.2543725242
729	0.2543330747
730	0.2542863361
731	0.2542596199
732	0.2541918031
733	0.2541348653
734	0.2540859593
735	0.2540240822
736	0.2539894388
737	0.2539103217
738	0.2538583786
739	0.2538145725
740	0.2537897892
741	0.253764164
742	0.2537417581
743	0.2536730876
744	0.2536459726
745	0.2536183697
746	0.2535641231
747	0.2534884334
748	0.2534672164
749	0.2533543953
750	0.2532878426
751	0.2532310379
752	0.2531212118
753	0.2530443322
754	0.252962975
755	0.2529119752
756	0.2527938403
757	0.2527351009
758	0.252720369
759	0.2526824419
760	0.2526593281
761	0.2526363796
762	0.2526163474
763	0.2525456584
764	0.2525045619
765	0.2524691845
766	0.2524465669
767	0.2523866113
768	0.2523716272
769	0.2523298868
770	0.2522435183
771	0.2522027499
772	0.2521546824
773	0.2521054091
774	0.2520803351
775	0.2520122963
776	0.2519686224
777	0.2519471828
778	0.2518899391
779	0.2518617904
780	0.2517818895
781	0.2516453386
782	0.2516276745
783	0.2515964442
784	0.25151885
785	0.251500597
786	0.2514077303
787	0.2513819681
788	0.2513237767
789	0.2512810397
790	0.2511741338
791	0.2511053924
792	0.2510165265
793	0.2509564863
794	0.2509358245
795	0.2508783447
796	0.2508516024
797	0.2508039368
798	0.2507638868
799	0.2506890375
800	0.2506541784
801	0.2505456408
802	0.2505197911
803	0.2504881617
804	0.2504139748
805	0.2503524167
806	0.2503027741
807	0.2502782631
808	0.2502333532
809	0.2501905539
810	0.2501605596
811	0.2501327166
812	0.2500797047
813	0.2500610147
814	0.249982302
815	0.2499314524
816	0.2498545393
817	0.249800315
818	0.2497285436
819	0.2496896552
820	0.2495662808
821	0.249502996
822	0.2494041644
823	0.2493837849
824	0.249319106
825	0.2492899768
826	0.2492208352
827	0.2491700635
828	0.2491160599
829	0.2490217636
830	0.2489700475
831	0.2489309829
832	0.2489105811
833	0.2488738037
834	0.248797685
835	0.2486981683
836	0.2486365097
837	0.2486163737
838	0.2485899776
839	0.2485597617
840	0.2484886839
841	0.2484586089
842	0.2484174242
843	0.2483608058
844	0.2483059591
845	0.2482775528
846	0.2482472561
847	0.2481640738
848	0.2481316905
849	0.2481033383
850	0.2480373352
851	0.2480192962
852	0.2479930725
853	0.2479234705
854	0.247900273
855	0.2478423649
856	0.2477805569
857	0.2477121802
858	0.2476758375
859	0.247611514
860	0.2475540761
861	0.2475338565
862	0.2475027406
863	0.2474702826
864	0.2474359302
865	0.2473858739
866	0.2473381037
867	0.2473143146
868	0.2472839743
869	0.2472374793
870	0.2472167352
871	0.2471604339
872	0.2471371613
873	0.2470515718
874	0.2469965667
875	0.2469530929
876	0.2469259917
877	0.2468785141
878	0.2468473915
879	0.2468073798
880	0.2467647057
881	0.2467342248
882	0.2466868279
883	0.2466392972
884	0.2466069562
885	0.2465705333
886	0.2465211794
887	0.246479787
888	0.2464068084
889	0.2463751337
890	0.2463267535
891	0.2462841846
892	0.2462517524
893	0.2461487095
894	0.2460836125
895	0.2460405183
896	0.2459923861
897	0.2459656912
898	0.2459333568
899	0.2458571362
900	0.2458341679
901	0.2458136034
902	0.2457891316
903	0.2457542149
904	0.2456988237
905	0.2456766841
906	0.2456086339
907	0.245577487
908	0.2455386821
909	0.2455242519
910	0.2454737677
911	0.245400978
912	0.2453630063
913	0.2453375922
914	0.2452927023
915	0.2452500453
916	0.2452209771
917	0.2451733084
918	0.2451484981
919	0.2451072605
920	0.2450605129
921	0.2449733866
922	0.2449570144
923	0.2449255584
924	0.2448777211
925	0.2448419158
926	0.2448075107
927	0.244765148
928	0.2447010758
929	0.2446804703
930	0.2446610759
931	0.2446244827
932	0.2445402708
933	0.2445087184
934	0.2444510641
935	0.2444186323
936	0.2443972543
937	0.244379213
938	0.2443340446
939	0.2442882073
940	0.2442149368
941	0.244204777
942	0.2441582828
943	0.2441300844
944	0.2440454407
945	0.2439972671
946	0.2439701098
947	0.2439081652
948	0.243889739
949	0.2438759329
950	0.2438517461
951	0.2437879613
952	0.2437694493
953	0.2437148116
954	0.243683964
955	0.2436626273
956	0.243632247
957	0.24357775
958	0.2435539958
959	0.243527391
960	0.2434850459
961	0.2434522536
962	0.2434339911
963	0.2434056219
964	0.2433631521
965	0.2433498576
966	0.2433138158
967	0.2432633089
968	0.2432319911
969	0.243194146
970	0.2430983728
971	0.2430543949
972	0.242986146
973	0.2429242186
974	0.242904892
975	0.2428834498
976	0.242840878
977	0.2427986582
978	0.2427465894
979	0.2427201442
980	0.242661533
981	0.242602296
982	0.2425628161
983	0.2425429773
984	0.2424950952
985	0.2424705114
986	0.2424100784
987	0.242329468
988	0.2422755931
989	0.2422525376
990	0.2421964797
991	0.2421576741
992	0.2421103453
993	0.2420603324
994	0.2420341417
995	0.2419885208
996	0.2419446907
997	0.2419225114
998	0.2418866347
999	0.2418547673
